age,sexe,situation_familiale,revenu_mensuel,type_contrat_travail,anciennete_travail_mois,montant_credit,duree_mois,taux_interet,type_credit,nb_retards_30j,nb_retards_60j,nb_retards_90j,taux_endettement,ratio_dette_revenu,defaut,probabilite_defaut,prediction_defaut
20,H,celibataire,656209,CDI,102,4805861,38,11.37,immobilier,0,0,0,39.79,7.32,1,0.9998767311440987,1
37,H,celibataire,1119786,Independant,169,3666098,10,13.65,scolaire,0,0,0,75.53,3.27,1,0.9977589154038816,1
53,F,marie,217912,CDD,221,2892784,41,13.76,immobilier,1,1,0,30.67,13.28,1,0.999999988703215,1
36,F,divorce,576586,Independant,70,350826,18,6.53,auto,0,1,1,54.37,0.61,1,0.999902600413673,1
43,F,marie,635728,Independant,82,1743223,30,14.55,auto,0,0,0,5.57,2.74,0,0.025748921872749186,0
20,F,divorce,718803,Independant,49,1254249,63,3.29,auto,1,0,0,54.77,1.74,1,0.694959959179948,1
36,H,celibataire,408443,CDI,172,2966434,7,13.74,immobilier,1,0,0,73.51,7.26,1,0.9999982561870151,1
37,F,divorce,1089589,CDI,163,3236860,41,4.53,auto,0,0,0,31.61,2.97,0,0.39571069802597947,1
49,F,celibataire,1167599,CDI,91,3332604,30,13.94,scolaire,0,0,0,28.55,2.85,0,0.21584846534799312,0
24,F,celibataire,1309677,CDI,5,4497001,39,10.91,auto,0,0,0,51.95,3.43,1,0.9528522876825343,1
58,F,marie,382085,CDD,199,2756501,17,9.56,immobilier,0,0,0,29.64,7.21,1,0.999326017441154,1
50,F,celibataire,988109,CDI,202,3502933,24,13.36,conso,0,1,0,35.18,3.55,1,0.7774154165268824,1
57,F,marie,822319,CDD,202,466962,42,3.55,immobilier,1,0,0,25.48,0.57,0,0.0053374338812212044,0
56,F,divorce,156054,Independant,179,390492,6,6.35,scolaire,0,1,0,30.87,2.5,0,0.3154703362615393,1
35,H,divorce,1456083,CDD,57,3428188,65,12.25,scolaire,1,0,0,55.96,2.35,1,0.8638450800190427,1
57,F,celibataire,581772,Informel,186,1779272,54,15.71,immobilier,1,0,0,74.18,3.06,1,0.9967350321302763,1
18,F,marie,666030,CDI,92,4883484,51,8.72,auto,0,0,0,48.73,7.33,1,0.999965021436002,1
28,F,celibataire,1121963,Informel,36,4814544,53,6.88,auto,0,0,0,5.75,4.29,1,0.19699356727121936,0
45,F,marie,649503,CDD,138,1981004,24,10.78,conso,0,1,0,24.79,3.05,1,0.4080165611113931,1
42,H,marie,1122585,CDI,178,3373943,45,12.33,auto,1,0,0,76.42,3.01,1,0.9977491102689022,1
40,H,marie,239245,Informel,227,2836832,11,9.3,scolaire,1,0,0,73.27,11.86,1,0.9999999994797475,1
48,H,divorce,926200,CDI,227,2507407,68,16.15,auto,0,0,1,13.67,2.71,1,0.9995177325752094,1
47,H,marie,1370019,CDD,165,2639496,40,10.85,immobilier,1,1,0,73.13,1.93,1,0.9769779530948907,1
59,H,divorce,1232167,Informel,112,4239068,66,3.54,immobilier,0,0,0,77.34,3.44,1,0.9982154576036263,1
52,H,marie,1377621,CDD,148,1659380,10,6.35,conso,0,2,0,29.34,1.2,0,0.03177527552994544,0
24,F,divorce,142583,Informel,13,1289437,42,9.76,scolaire,1,0,0,57.58,9.04,1,0.9999992840430635,1
33,H,divorce,335931,Independant,203,4104238,16,13.47,immobilier,0,0,0,47.0,12.22,1,0.9999999910735237,1
43,H,divorce,1288572,Independant,122,111240,45,6.3,scolaire,1,1,0,30.28,0.09,0,0.003440220160368611,0
19,F,celibataire,1420824,Independant,109,1402518,70,17.64,auto,1,1,0,16.5,0.99,0,0.0037883802510462294,0
18,H,marie,844948,Independant,147,2596288,13,7.78,conso,2,0,0,32.52,3.07,1,0.6525505151993686,1
29,F,celibataire,904026,Independant,92,4229881,16,10.99,conso,0,0,0,74.58,4.68,1,0.9997666411556443,1
22,F,marie,345808,CDD,102,2343550,63,3.28,auto,2,0,0,65.84,6.78,1,0.999990904150262,1
54,H,marie,801393,Independant,56,3845827,53,16.27,immobilier,1,0,0,29.8,4.8,1,0.9597723193280769,1
49,F,celibataire,534377,CDD,45,4186363,18,14.83,scolaire,0,0,0,46.08,7.83,1,0.9999644039102528,1
26,H,divorce,808537,Independant,60,4963538,65,5.93,scolaire,0,1,0,35.45,6.14,1,0.9982706758092744,1
58,H,marie,732692,CDI,196,3305534,54,17.0,scolaire,0,0,0,39.97,4.51,1,0.9834231113552921,1
52,F,divorce,1330240,Independant,185,3821225,12,7.74,immobilier,0,0,0,62.09,2.87,1,0.9558904042028009,1
36,F,celibataire,1423619,CDI,54,1981886,30,13.38,auto,0,0,0,45.73,1.39,0,0.1591727608314,0
33,H,divorce,937411,CDD,37,4697001,28,15.28,scolaire,1,1,0,18.58,5.01,1,0.9096241455531591,1
20,F,marie,621529,Independant,211,3652816,56,14.11,immobilier,0,0,0,25.18,5.88,1,0.9923023207167837,1
37,F,marie,912643,Informel,37,1176350,52,16.76,scolaire,1,0,0,47.58,1.29,0,0.31922425788747627,1
41,H,marie,285320,CDD,14,2437082,10,15.96,immobilier,0,0,1,56.96,8.54,1,0.9999999999582685,1
50,H,celibataire,1071261,Independant,95,1718068,18,17.92,auto,1,0,0,43.11,1.6,0,0.24079353774025952,0
41,F,marie,111346,CDD,220,2340869,47,5.74,scolaire,0,1,0,51.52,21.02,1,0.9999999999999984,1
28,H,celibataire,446595,Informel,228,3739666,10,7.57,auto,0,0,0,64.2,8.37,1,0.9999992381536154,1
25,H,divorce,812484,Independant,172,4647369,28,12.54,conso,0,0,0,45.9,5.72,1,0.9991046247938355,1
53,H,marie,1277590,Informel,102,2891561,67,14.0,immobilier,1,0,0,78.29,2.26,1,0.9919986414437509,1
55,H,marie,902805,Independant,211,1423173,6,11.02,conso,0,0,0,22.67,1.58,0,0.02504501266583694,0
57,H,marie,976445,CDI,42,4694767,59,4.11,auto,1,0,0,73.98,4.81,1,0.9998074139250723,1
37,H,divorce,1130592,CDD,1,3633843,8,15.62,auto,0,0,1,23.57,3.21,1,0.9999367126168519,1
52,H,marie,1043813,Informel,23,1690626,69,17.41,auto,0,1,0,44.87,1.62,0,0.4411122193457161,1
42,F,celibataire,611562,CDD,192,4715233,56,9.08,scolaire,0,0,0,39.19,7.71,1,0.99990291627816,1
52,H,divorce,1105743,Informel,28,3748031,7,6.37,scolaire,1,0,0,32.97,3.39,1,0.5996904926699652,1
42,F,divorce,95748,CDD,132,3134303,54,3.29,auto,0,1,1,77.21,32.73,1,1.0,1
46,F,divorce,949440,CDD,169,1987536,36,6.56,auto,0,1,0,25.42,2.09,0,0.08408750422701045,0
35,F,divorce,733576,CDD,188,2371630,8,13.5,scolaire,0,0,0,55.62,3.23,1,0.9769628251950444,1
63,H,divorce,507345,CDI,18,825411,40,16.67,scolaire,2,0,0,65.31,1.63,1,0.8866791493424931,1
35,H,celibataire,1329657,Independant,191,3507449,41,4.4,immobilier,0,0,0,19.78,2.64,0,0.0684401463494349,0
19,F,divorce,496706,CDI,189,3361969,69,11.3,auto,0,0,2,77.99,6.77,1,0.9999999999999976,1
52,H,marie,972055,CDD,49,4653205,37,13.43,scolaire,0,0,0,46.0,4.79,1,0.9945920312829623,1
33,F,divorce,252507,Informel,47,4929362,23,7.15,scolaire,2,0,1,73.59,19.52,1,1.0,1
58,H,divorce,600140,CDD,115,4300704,39,11.55,conso,0,0,0,54.79,7.17,1,0.9999716650639237,1
53,H,divorce,303023,Independant,39,4299754,61,13.73,auto,0,0,0,53.71,14.19,1,0.9999999998284359,1
50,F,divorce,1473826,CDI,217,3020546,58,15.57,auto,0,0,0,30.92,2.05,0,0.09515685761038657,0
21,F,divorce,1017302,Independant,210,2875119,71,9.79,scolaire,0,0,0,62.79,2.83,1,0.9787230037915448,1
50,F,celibataire,1445358,Informel,6,1512370,69,14.22,conso,0,0,0,7.23,1.05,0,0.000559823402753557,0
31,H,celibataire,1197648,Independant,211,2633948,44,7.53,immobilier,0,0,0,46.69,2.2,0,0.5968261490903812,1
38,F,divorce,1195885,CDI,53,3748858,43,6.2,auto,0,0,0,7.41,3.13,1,0.03055953103731676,0
37,H,celibataire,1289542,Informel,204,852963,45,5.81,immobilier,0,0,0,28.02,0.66,0,0.007043010853459238,0
25,H,marie,581775,Independant,25,1493962,24,8.38,auto,2,1,1,12.22,2.57,1,0.999529549879047,1
24,H,divorce,265639,CDI,99,3679167,10,3.54,scolaire,0,0,1,73.37,13.85,1,0.9999999999999991,1
20,F,marie,790419,CDI,65,2809809,19,7.24,immobilier,0,0,0,52.12,3.55,1,0.9788305595936787,1
34,F,marie,498810,CDD,133,1627027,54,12.78,auto,3,0,0,55.14,3.26,1,0.9844777596190812,1
50,F,divorce,384893,Independant,193,3237515,69,12.72,immobilier,0,0,1,68.83,8.41,1,0.9999999999812241,1
29,H,marie,940966,Informel,8,3296971,62,4.1,scolaire,0,0,0,59.98,3.5,1,0.9915696851514509,1
39,H,marie,1380325,CDD,39,3920240,40,7.31,conso,0,0,0,14.31,2.84,0,0.06224521642880432,0
39,F,marie,349284,Independant,111,2119789,10,11.54,conso,1,0,0,51.32,6.07,1,0.9997200831210296,1
63,H,divorce,1453946,Independant,43,4038597,44,7.78,immobilier,1,0,0,78.36,2.78,1,0.9930075743501315,1
47,H,divorce,842449,Informel,82,3748315,29,9.27,immobilier,0,0,0,21.06,4.45,1,0.7678552759060564,1
55,F,marie,955247,CDD,238,1268296,45,13.69,immobilier,1,0,0,51.48,1.33,1,0.44115702668364265,1
55,F,divorce,1411211,CDD,123,4127328,55,3.14,auto,2,0,0,47.27,2.92,0,0.7615840155629775,1
62,F,divorce,279888,Informel,201,3716796,63,7.15,scolaire,0,0,0,34.37,13.28,1,0.9999999849050834,1
25,H,marie,246052,CDD,133,450607,6,5.14,immobilier,0,0,0,76.6,1.83,1,0.9915885751110421,1
44,H,divorce,1355173,CDI,4,4491239,48,4.91,conso,1,0,0,31.73,3.31,1,0.484458859510681,1
44,H,celibataire,1136654,Informel,108,4581339,44,17.39,auto,1,0,0,12.03,4.03,1,0.3315300789399572,1
51,H,divorce,695942,Independant,93,513999,15,8.65,immobilier,2,0,0,77.19,0.74,1,0.8737046993021873,1
38,H,celibataire,209101,Informel,129,3688556,7,10.91,auto,0,1,0,59.69,17.64,1,0.9999999999998377,1
47,F,marie,562737,CDI,94,2910500,68,14.01,immobilier,0,0,1,30.68,5.17,1,0.999999303260677,1
50,H,divorce,621285,Informel,56,4597801,21,3.71,immobilier,0,0,0,26.04,7.4,1,0.9989914853730929,1
45,H,marie,553026,Independant,173,2782467,42,6.62,auto,0,0,0,74.6,5.03,1,0.9999308070702339,1
64,H,marie,736228,Independant,193,1227416,21,15.48,scolaire,0,1,0,25.52,1.67,0,0.059375693334801256,0
50,F,marie,588715,Informel,3,4307044,32,15.93,scolaire,0,0,0,45.29,7.32,1,0.9999248268279155,1
22,F,marie,499614,Informel,22,82827,68,8.59,conso,1,0,1,21.12,0.17,1,0.9880758114713402,1
36,F,marie,292650,CDI,200,2173361,69,8.62,scolaire,1,0,0,79.64,7.43,1,0.9999994334230428,1
21,H,divorce,439500,CDI,56,1993955,37,14.35,scolaire,0,1,0,62.71,4.54,1,0.9994827408028057,1
52,F,celibataire,887678,Independant,18,1171972,14,7.43,auto,0,0,0,47.57,1.32,0,0.17971538614307184,0
34,F,divorce,231633,CDD,153,3078462,16,4.76,auto,0,0,0,60.94,13.29,1,0.9999999996684825,1
61,F,divorce,1163088,CDD,176,271519,35,6.86,conso,0,0,0,73.73,0.23,1,0.48966061148861156,1
45,H,divorce,1098064,CDD,116,2041486,20,8.81,immobilier,1,0,0,77.23,1.86,1,0.9793788975790265,1
47,F,divorce,305226,CDD,84,3361160,64,3.78,auto,0,0,0,63.95,11.01,1,0.9999999868523963,1
46,H,celibataire,1337043,Independant,159,4807457,53,10.18,auto,0,0,1,68.68,3.6,1,0.9999998685130893,1
63,H,divorce,924297,CDD,30,2808970,65,14.1,auto,0,0,0,34.83,3.04,1,0.61542784731762,1
23,F,marie,1021084,CDD,80,2942735,62,10.71,scolaire,2,1,0,34.39,2.88,0,0.6416160596333459,1
52,H,divorce,544175,Informel,66,3895864,69,4.08,auto,0,0,0,65.62,7.16,1,0.9999925285813986,1
58,F,divorce,969825,CDD,209,2533274,59,9.6,conso,0,0,0,61.97,2.61,1,0.9534953015423646,1
54,H,celibataire,676432,Informel,10,140254,59,13.63,conso,0,0,0,72.57,0.21,1,0.6138761172949764,1
41,F,celibataire,777845,Independant,199,3862258,64,3.87,auto,1,0,0,14.98,4.97,1,0.7314507636389634,1
46,F,marie,1245939,Informel,59,2718724,44,3.9,immobilier,1,0,0,56.81,2.18,1,0.7987481276106349,1
63,F,divorce,392809,CDI,234,1763196,20,8.56,auto,0,0,0,53.57,4.49,1,0.995413848595562,1
48,H,divorce,261675,Informel,51,3596580,33,5.92,conso,0,1,0,64.89,13.74,1,0.9999999999180251,1
52,F,divorce,1280686,CDD,123,152491,41,17.02,immobilier,1,0,0,6.84,0.12,0,0.00015876807747634773,0
50,H,marie,697830,Informel,137,3231836,59,11.72,scolaire,1,0,0,66.97,4.63,1,0.999616628722046,1
38,F,celibataire,967743,Informel,54,3431281,22,7.31,auto,0,0,0,29.48,3.55,1,0.5828410379946382,1
49,H,marie,246964,Independant,190,3970549,27,13.57,conso,0,0,0,56.53,16.08,1,0.9999999999962383,1
40,H,divorce,474969,Independant,81,2949525,41,8.62,scolaire,1,0,1,51.24,6.21,1,0.9999999914561118,1
50,F,celibataire,1092571,CDD,137,1822907,34,4.98,conso,0,0,0,38.01,1.67,0,0.10388834608954203,0
20,F,celibataire,753356,CDI,9,995859,60,6.56,scolaire,0,0,0,60.95,1.32,1,0.6713278781647996,1
35,F,marie,935243,CDI,101,214805,47,12.64,conso,0,0,0,77.09,0.23,1,0.7497470578558676,1
42,F,celibataire,1042715,Informel,152,4484306,37,3.78,conso,1,0,0,29.26,4.3,1,0.8120346050101245,1
59,F,celibataire,196737,CDI,39,3284326,19,7.09,scolaire,1,0,0,61.13,16.69,1,0.9999999999979114,1
48,H,divorce,536036,Independant,203,54554,23,6.12,auto,1,0,0,28.59,0.1,0,0.005004055202910443,0
20,F,divorce,342968,CDD,136,4227969,43,6.02,conso,0,0,0,68.42,12.33,1,0.9999999994649995,1
57,F,celibataire,722006,CDD,153,2540041,39,13.24,immobilier,2,0,0,37.8,3.52,1,0.8266983199253277,1
63,H,celibataire,408761,Independant,110,2471267,50,15.39,auto,0,0,0,38.69,6.05,1,0.9982469631015142,1
41,F,marie,1402237,CDD,66,4552507,37,13.74,immobilier,1,0,1,62.89,3.25,1,0.9999995620526756,1
49,F,marie,1493788,Informel,10,119468,68,12.69,conso,1,0,0,42.21,0.08,0,0.011650447705466617,0
64,H,celibataire,547018,CDD,117,2697495,60,16.75,scolaire,0,0,0,25.0,4.93,1,0.9338856589034039,1
39,F,divorce,559818,CDI,152,4140932,48,3.88,auto,0,0,0,79.67,7.4,1,0.9999991127840553,1
40,F,celibataire,1338061,CDD,208,1796772,27,5.51,scolaire,0,0,0,51.52,1.34,1,0.27132610283166425,0
19,F,celibataire,352126,CDD,83,3957336,34,9.22,scolaire,0,0,0,53.39,11.24,1,0.9999999725175425,1
44,H,divorce,499814,Independant,187,219640,45,8.59,immobilier,1,1,0,53.49,0.44,1,0.25691612829351645,0
59,F,divorce,225711,Independant,159,2227096,50,9.27,immobilier,1,1,0,71.25,9.87,1,0.9999999667433039,1
19,H,marie,980050,CDI,139,4792796,15,6.1,auto,0,0,0,18.79,4.89,1,0.8832739645262331,1
43,F,marie,1138271,Independant,134,3143477,50,5.24,auto,0,2,0,9.44,2.76,0,0.03972410305670591,0
34,H,marie,1177158,CDI,70,4577009,22,10.64,auto,1,0,0,34.0,3.89,1,0.8790978089650993,1
57,F,marie,1421814,Informel,160,3232854,7,16.92,immobilier,0,0,0,47.37,2.27,0,0.6065864322077522,1
50,H,divorce,1412907,CDI,39,108126,22,8.88,immobilier,1,0,0,26.43,0.08,0,0.0013478346388530141,0
26,H,celibataire,984445,CDD,176,3540296,43,3.65,scolaire,2,0,0,56.69,3.6,1,0.9872703338282847,1
60,H,marie,733009,CDI,13,4551706,42,13.59,scolaire,0,0,0,10.54,6.21,1,0.9474174832785303,1
56,H,marie,710971,Informel,59,870959,68,7.37,scolaire,1,0,0,64.3,1.23,1,0.7826570207995116,1
46,H,divorce,599382,CDD,67,1342253,10,6.68,auto,0,0,0,58.86,2.24,1,0.918463256731349,1
59,H,divorce,1088725,CDI,184,1626658,30,7.86,conso,0,0,0,21.05,1.49,0,0.010887777690345246,0
43,F,celibataire,1040985,Independant,41,2030778,27,13.86,immobilier,1,0,0,27.38,1.95,0,0.05287318914451765,0
52,F,celibataire,227049,Independant,184,2290556,68,15.28,auto,3,0,0,65.53,10.09,1,0.9999999500610928,1
42,H,divorce,1125323,Independant,35,4480650,40,11.82,immobilier,1,0,1,63.0,3.98,1,0.9999998818381113,1
41,H,marie,1492160,CDI,166,3729609,60,7.84,conso,0,1,0,66.03,2.5,1,0.9730843191300522,1
30,H,marie,315994,CDI,81,4733163,25,7.66,immobilier,1,0,0,29.17,14.98,1,0.9999999991426141,1
24,H,marie,1333149,Informel,195,1064530,10,4.86,immobilier,1,0,0,77.72,0.8,1,0.8976468086233701,1
53,F,celibataire,1189057,CDD,34,1219549,44,17.0,immobilier,1,0,0,58.65,1.03,1,0.39674344270614736,1
62,H,marie,369884,CDD,76,4870225,68,12.57,scolaire,0,1,1,9.89,13.17,1,0.9999999999924873,1
37,F,marie,1048147,CDD,216,4979572,37,3.4,conso,0,0,0,40.83,4.75,1,0.9862531417037849,1
18,F,divorce,1402601,CDD,70,4559612,68,12.94,auto,0,0,0,54.84,3.25,1,0.9710896509575823,1
25,H,marie,1427716,CDI,234,2297575,45,9.71,auto,0,0,0,17.65,1.61,0,0.015009879892903722,0
63,H,divorce,767537,CDI,11,276935,22,17.59,auto,2,0,0,72.63,0.36,1,0.6575616863997586,1
33,F,marie,1194702,Informel,112,2729853,37,15.29,conso,0,1,0,61.56,2.28,1,0.9490133281954414,1
31,F,celibataire,1447251,CDD,27,854491,28,5.57,immobilier,0,0,0,11.11,0.59,0,0.0004309191667567365,0
29,H,marie,106119,CDI,48,820833,65,13.8,auto,0,0,0,73.49,7.74,1,0.9999995334940457,1
40,H,marie,722032,CDI,24,2346076,61,10.28,conso,0,0,0,35.33,3.25,1,0.7632545823591029,1
32,H,divorce,1245470,CDI,18,2753235,14,5.81,scolaire,0,1,0,38.94,2.21,0,0.3403432230898526,1
45,F,divorce,1287563,CDI,27,2117222,67,13.48,conso,1,0,0,63.73,1.64,1,0.7699092601415368,1
51,F,divorce,511965,CDD,54,827277,69,11.21,scolaire,0,0,0,53.3,1.62,1,0.6214555197120619,1
19,H,marie,1173565,CDD,55,2482969,27,3.46,conso,1,1,0,37.81,2.12,0,0.39700636190564836,1
49,F,marie,1055648,CDI,120,2433798,37,12.7,scolaire,1,0,0,24.47,2.31,0,0.08197057178392571,0
40,F,celibataire,1135129,Independant,233,2567572,52,12.52,auto,1,1,0,43.77,2.26,0,0.5557113782748397,1
39,H,marie,81379,Informel,21,3886839,7,5.16,conso,2,0,0,48.44,47.76,1,1.0,1
42,H,celibataire,432935,CDD,187,2628189,57,8.23,scolaire,0,2,0,52.32,6.07,1,0.9998526235322136,1
39,F,divorce,1496384,CDD,115,991819,19,11.79,immobilier,0,0,0,50.38,0.66,1,0.09548869800182416,0
39,F,divorce,149306,Independant,162,4553905,42,5.08,auto,0,0,0,51.3,30.5,1,1.0,1
59,H,divorce,1372401,CDD,120,3766891,32,15.79,auto,1,0,0,40.68,2.74,0,0.622450735145001,1
23,H,celibataire,1006592,Independant,225,4367254,29,3.41,scolaire,1,0,0,47.14,4.34,1,0.986844356938205,1
32,H,marie,591030,Independant,58,4156652,69,4.54,scolaire,0,0,0,26.65,7.03,1,0.9987651357505929,1
60,H,divorce,358494,CDI,176,3884467,31,4.74,conso,1,0,0,16.88,10.84,1,0.9999902202592411,1
54,H,marie,1228175,CDD,54,302988,59,10.92,scolaire,0,0,0,50.52,0.25,1,0.07047837056282034,0
50,F,marie,1470229,Informel,146,1462547,20,12.3,scolaire,4,0,0,8.52,0.99,0,0.0007426026190251833,0
25,F,divorce,622057,Independant,3,2857176,34,9.06,immobilier,0,0,0,9.89,4.59,1,0.49293506145610805,1
61,F,celibataire,782609,Informel,152,1453408,33,7.33,auto,2,0,0,23.55,1.86,0,0.028689074066112468,0
61,F,marie,705872,CDI,129,2349184,64,15.14,scolaire,0,1,1,19.57,3.33,1,0.9999212560950147,1
22,H,divorce,1437085,CDD,6,4712995,26,4.02,scolaire,0,0,0,33.06,3.28,1,0.5974888068700496,1
56,H,marie,392329,CDI,19,1944477,15,7.2,immobilier,1,0,0,32.85,4.96,1,0.9755993387153707,1
21,H,marie,1255101,CDI,86,1526188,9,3.59,scolaire,1,0,0,13.76,1.22,0,0.0034035208706804983,0
23,F,marie,640591,Informel,115,2736476,67,3.21,immobilier,1,0,0,23.49,4.27,1,0.816251066324804,1
62,F,marie,1148165,Informel,171,3727923,9,8.3,auto,0,0,0,5.34,3.25,1,0.032886979889126394,0
49,F,marie,1393602,Independant,123,3723388,11,5.92,auto,1,0,0,31.32,2.67,0,0.22359074823492991,0
47,H,celibataire,260394,CDD,136,732932,21,7.03,immobilier,0,1,0,64.73,2.81,1,0.9898692622031173,1
64,F,celibataire,733524,CDI,197,4531040,43,15.31,immobilier,0,0,1,24.96,6.18,1,0.9999995790817755,1
52,H,divorce,497740,Independant,180,1730957,54,5.44,auto,0,0,0,53.25,3.48,1,0.9785955810479067,1
57,H,celibataire,1099705,Independant,73,1359105,66,14.7,auto,0,0,0,12.37,1.24,0,0.0025484012068983067,0
33,H,celibataire,95861,CDI,47,1255290,70,13.13,immobilier,3,0,0,5.92,13.09,1,0.9999994007509923,1
30,H,celibataire,695995,CDI,85,3461011,55,7.9,conso,0,1,0,42.38,4.97,1,0.9942756707406053,1
59,H,marie,1444981,Independant,28,2427939,22,11.2,auto,0,0,0,39.61,1.68,0,0.14065559550598153,0
47,H,marie,738197,CDI,46,1330202,33,9.67,auto,1,0,0,19.36,1.8,0,0.027979094322539172,0
36,F,divorce,416279,CDI,132,2207269,49,4.93,immobilier,1,0,0,26.49,5.3,1,0.9665110689346974,1
34,H,divorce,658668,Informel,120,1258428,17,16.61,immobilier,0,0,0,7.3,1.91,0,0.010262845825269014,0
36,H,divorce,709313,CDD,216,3302213,8,11.54,immobilier,0,0,0,64.83,4.66,1,0.999565463867981,1
45,F,marie,300421,Independant,136,4095767,54,16.2,conso,1,0,1,27.6,13.63,1,0.9999999999995601,1
43,H,celibataire,1035759,CDI,116,787563,26,15.36,immobilier,0,0,0,21.46,0.76,0,0.004353371621348943,0
54,F,celibataire,1373073,Independant,61,4799224,13,4.2,conso,2,0,0,65.35,3.5,1,0.984876178474045,1
43,F,marie,1063276,CDD,17,1792429,69,6.11,immobilier,0,0,0,7.95,1.69,0,0.003625054632082135,0
40,F,divorce,124397,Independant,34,2850864,64,5.18,immobilier,0,0,0,26.34,22.92,1,0.9999999999999967,1
26,H,divorce,943517,Independant,20,1259056,35,15.46,conso,0,0,0,24.71,1.33,0,0.02425016558148611,0
29,H,divorce,930297,Independant,208,4855749,37,15.94,scolaire,1,0,1,24.72,5.22,1,0.9999987770519229,1
18,F,marie,967159,Informel,202,3171754,25,10.92,auto,1,0,0,5.86,3.28,1,0.07914146938399136,0
18,H,divorce,357132,CDD,162,1779875,21,4.56,immobilier,0,0,0,75.1,4.98,1,0.999946817968916,1
64,H,divorce,1287371,CDD,43,4946544,30,5.03,scolaire,1,0,0,69.81,3.84,1,0.9971309646474846,1
51,F,marie,638088,Independant,10,3960936,65,15.2,conso,2,0,0,36.09,6.21,1,0.9980368176103862,1
49,F,celibataire,238502,Independant,94,4543291,50,16.94,immobilier,0,0,0,38.41,19.05,1,0.9999999999996028,1
42,H,marie,279548,CDD,158,521530,14,5.99,conso,0,1,0,44.31,1.87,0,0.6385565130152133,1
57,F,marie,1386229,CDI,115,1521662,56,3.17,conso,1,0,0,40.87,1.1,0,0.04523498911102534,0
62,F,marie,124420,Informel,153,2515236,66,7.96,conso,0,0,0,63.44,20.22,1,0.9999999999999978,1
18,F,marie,904142,CDD,127,3236498,45,3.46,scolaire,0,1,0,41.63,3.58,1,0.9409941993317269,1
33,H,celibataire,696323,Independant,185,2783197,66,15.42,conso,1,0,0,19.16,4.0,1,0.6105320273329764,1
56,H,divorce,897715,CDI,110,1128734,20,10.37,auto,0,0,0,13.77,1.26,0,0.0036705566116998754,0
22,H,marie,1325817,CDI,191,1607973,58,12.63,immobilier,1,0,0,73.87,1.21,1,0.932257597102583,1
39,F,celibataire,1069862,CDI,107,2029072,9,9.17,immobilier,0,0,0,8.63,1.9,0,0.004084724304679229,0
46,H,divorce,1378439,Informel,105,2650798,28,8.18,auto,1,0,1,72.32,1.92,1,0.9999983309119779,1
20,F,divorce,105968,Informel,71,992894,32,6.33,immobilier,0,0,0,56.79,9.37,1,0.9999995808006644,1
29,H,divorce,1191084,CDD,175,4028018,42,14.56,auto,0,0,0,35.35,3.38,1,0.8205596704796428,1
43,H,marie,840151,CDD,84,984260,48,13.43,scolaire,0,0,0,19.04,1.17,0,0.011048838248969234,0
33,F,marie,455579,CDD,209,227589,42,8.41,conso,0,0,0,28.29,0.5,0,0.014369149420054406,0
54,H,divorce,1213942,CDD,3,921243,34,7.82,scolaire,1,0,0,44.74,0.76,0,0.058310863183056706,0
39,F,divorce,1131674,Independant,239,56586,34,3.02,auto,1,0,0,54.26,0.05,1,0.06067102596579848,0
46,H,divorce,1224000,Informel,46,1904711,54,3.95,conso,1,0,0,56.86,1.56,1,0.5677584184338644,1
31,H,divorce,808993,CDI,232,2894813,56,12.35,scolaire,1,0,0,38.55,3.58,1,0.9061437042303405,1
45,F,divorce,1428964,Independant,164,3796193,55,10.72,conso,1,0,0,33.05,2.66,0,0.2599972299673609,0
22,F,divorce,1253925,CDD,26,2708175,33,9.52,conso,0,0,0,62.62,2.16,1,0.9117958764453283,1
64,F,celibataire,655257,CDD,138,2344582,10,15.41,scolaire,1,0,0,74.41,3.58,1,0.9983113497630103,1
47,H,divorce,695032,Independant,162,1197101,61,10.56,immobilier,0,0,0,73.58,1.72,1,0.9692509166636385,1
63,H,marie,281495,CDI,206,2028209,69,8.77,auto,1,0,0,46.37,7.21,1,0.9999337537431059,1
22,H,marie,197286,Informel,8,4456455,22,5.42,scolaire,0,0,0,10.93,22.59,1,0.9999999999999776,1
29,F,marie,1041915,Informel,55,2631867,60,15.31,scolaire,0,0,0,10.5,2.53,0,0.03169508467162056,0
33,F,divorce,1203604,CDI,91,1397376,14,11.64,immobilier,0,0,1,35.21,1.16,1,0.9991482898626568,1
43,F,marie,998958,Informel,138,3880753,21,4.39,auto,1,1,0,59.96,3.88,1,0.9953109797978191,1
43,H,celibataire,1015026,CDD,185,1767435,21,12.73,scolaire,1,0,0,42.3,1.74,0,0.2969543031348216,0
